,Hospital Name,Hospital Address,City Name,Pin Code,State,Hospital Type,Contact Number
137,SANGHAMITRA HOSPITALS PVT LTD - ONGOLE,"SOUTH BYPASS JU JUNCTION ROAD, ONGOLE.", ONGOLE, 523001, ANDHRA PRADESH, Other, [08592]234599/221006
138,SRI RAMA CHANDRA NURSING HOME - NELLORE,"W16/1163, GANDHI NAGAR, POGATHOTA, NELLORE", NELLORE, 524001, ANDHRA PRADESH, PPN, [861]8612324801
139,VASAN EYE CARE HOSPITAL-Vijayawada,"29-14-44, Prakasam Road, Near Hotel Pushpa, Suryaraopet, Vijayawada, Andhra Pradesh 520002", VIJAYAWADA, 520002, ANDHRA PRADESH, PPN, [0866]398 9000
140,SRI SURYA NURSING HOME - Palakollu,"Jetty tank Road,Kodigattu", PALAKOL, 534260, ANDHRA PRADESH, PPN, [08814]225451/220999
141,ROTARY EYE HOSPITAL - VUYYURU,Katuru Road, VUYYURU, 521165, ANDHRA PRADESH, PPN, [08676]232280
142,AMRUTHA HOSPITAL - KURNOOL,"SBH LANE, GAYATRI ESTATE", KURNOOL, 518002, ANDHRA PRADESH, PPN, [08518]229398
143,BAGGU SAROJINI DEVI HOSPITAL - SRIKAKULAM,"2-2-131,illisipuram-west", SRIKAKULAM, 532001, ANDHRA PRADESH, PPN, [8942]8942279696
144,SRIKARA HOSPITALS - VIJAYAWADA,"40-1-65, OPP. EENADU OFFICE, BENZ CIRCLE, VIJAYAWADA", VIJAYAWADA, 520010, ANDHRA PRADESH, Other, [866]6812345
145,ANU HOSPITALS-VIJAYAWADA,KOVELAMUDIVARI STREET, VIJAYAWADA, 520002, ANDHRA PRADESH, PPN, [866]8662438881
146,APOLLO HOSPITALS ENTERPRISE LIMITED - VISAKHAPATANAM,"SURVEY NO:68P&76,CHINNAGADILI SIMHACHALAM ROAD", VISAKHAPATNAM, 530040, ANDHRA PRADESH, PPN, [891]2867777
147,ABC HOSPITALS - VISAKHAPATNAM,D.NO.16-1-13 KGH TO BEACH DOWN OPP COASTAL BATTERY MAHARANIPETA, VISAKHAPATNAM, 530002, ANDHRA PRADESH, PPN, [891]2500069
148,ADAVALLY DAMODAR REDDY MEMORIAL HOSPITAL - Hyderabad,"A. D. R. M.Hospital, 9 - 2, Sharadanagar, Near Public School, Ramanthapur", HYDERABAD, 500013, ANDHRA PRADESH, Other, [040]27038744 / 55 / 09848707272
149,SR HOSPITAL - Visakhapatnam,"Opp. Rythu Bazar, Main Road, Gopalapatnam", VISAKHAPATNAM, 530027, ANDHRA PRADESH, Other, [0891]2520822/ 2521178
150,SANJEEVANI HEALTH CARE CENTRE - KURNOOL,"SY.NO201/2A2,MAMIDAL PADU", KURNOOL, 518002, ANDHRA PRADESH, PPN, [8518]649485
151,M/S SATYAVATHI NURSING HOME - TANUKU,NO.33-4-4 Rayasam vari Street Tanuku, TANUKU, 534211, ANDHRA PRADESH, PPN, [8819]228156
152,RISHI HOSPITAL - SECUNDARABAD,"H.No: 25-40/73/2/18, ANANTHA SARASWATHI NAGAR, EAST ANAND BAGH, MALKAJGIRI, SECUNDERABAD", SECUNDERABAD, 500047, ANDHRA PRADESH, PPN, [40]40165849
153,SREENIVASA CHILDRENS HOSPITAL - ANANTHAPUR,"#13/03/488, Near Gowri cine complex, Sreekantam Circle, Ananthapur.", ANANTHAPUR, 515001, ANDHRA PRADESH, PPN, [8554]241104
154,TIRUMALA JYOTI HOSPITAL - VISAKHAPATNAM,"PUDIMADAKA ROAD, BESIDE RTC COMPLEX, ANAKAPALLI", VISAKHAPATNAM, 531001, ANDHRA PRADESH, PPN, [8924]225779
155,MANCHU EYE CARE HOSPITAL - SRIKAKULAM,"D.NO: 2-2-54, ILLISPURAM ROAD, NEAR BHADRAMMA TEMPLE SRIKAKULAM-532001", SRIKAKULAM, 532001, ANDHRA PRADESH, PPN, [8942]225222
156,MANASA MOTHER & CHILD HOSPITAL - ONGOLE,"Lombadi Donka, Near Aditya School , Ongole - 523002, Andhra Pradesh", ONGOLE, 523002, ANDHRA PRADESH, PPN, [8592]9849271576
157,VISWACHAKRA ORTHOPAEDIC HOSPITAL - MACHILIPATNAM,"D.NO 26/323, BUTTAIPET", MACHILIPATNAM, 521001, ANDHRA PRADESH, PPN, [8672]225200
158,OMNI HOSPITALS - KURNOOL,46/93-35-1 Budhwarpet KURNOOL, KURNOOL, 518002, ANDHRA PRADESH, PPN, [8518]08518277188
159,ASCENT HOSPITALS - RAJAHMUNDRY,"78-16-7, Shyamalanagar, Ramalayam Junctioin, Rajahmundry", RAJAHMUNDRY, 533103, ANDHRA PRADESH, PPN, [883]2428055
160,SHISHURAKSHA CHILDERNS HOSPITAL,"9-4-30, CHARUVADAN STREET, NEAR GANDHI CHOWK, SIDDIPET", SIDDIPET, 502103, ANDHRA PRADESH, PPN, [8457]222456
161,MRUDULA HOSPITAL - CUDDAPAH,"# 1/102 George Reddy Street, Yerramukkalapalli, Kadapa,516004", CUDDAPAH, 516004, ANDHRA PRADESH, PPN, [8562]242244 
162,NARAYANAREDDY HOSPITALS - MANDAPETA,"Main Raod,", MANDAPETA, 533308, ANDHRA PRADESH, PPN, [8855]232123
163,SEVITA NURSING HOME - ONGOLE,KURNOOL ROAD ONGOLE-523002, ONGOLE, 523002, ANDHRA PRADESH, PPN, [8592]282345
164,OMEGA HOSPITALS ( KURNOOL INSTITUTE OF ONCOLOGY) - KURNOOL,Omega Hospitals ( kurnool Institute of Oncology), KURNOOL, 518003, ANDHRA PRADESH, PPN, [8518]273001
165,SRI BIKKINA NURSING HOME - MANDAPETA,"OPP VIJAYA MAHAL,MAINROAD,MANDAPETA", MANDAPETA, 533308, ANDHRA PRADESH, PPN, [8855]233761
166,Sheshadri hospital-SIDDIPET,"SHIVAJI NAGAR, SIDDIPET, TELANGANA", SIDDIPET, 502103, ANDHRA PRADESH, PPN, [8457]227367
167,AMMA CHILDREN'S HOSPITAL - GUNTUR,"7TH LANE, GUNTURUVARI THOTA", GUNTUR, 522001, ANDHRA PRADESH, Other, [0863]2266000
168,COASTAL CARE HOSPITAL - GUNTUR,"OPP.A.P.S.R.T.C,BUS STAND", GUNTUR, 522001, ANDHRA PRADESH, Other, [0863]2233377
169,LAKSHMI SRINIVASA HOSPITAL - GUNTUR,"12-23-24,NEAR BHAGATH SING STATUE,KOTHAPET", GUNTUR, 522001, ANDHRA PRADESH, Other, [0863]2235709
170,VASAN EYE CARE HOSPITAL - KAKINADA,"6-1-37/Nookalamma temple st, Suryaraopet kakinada", KAKINADA, 533004, ANDHRA PRADESH, PPN, [0884]3989000
171,VIJAYA SUPER SPECIALITY HOSPITAL - VIJAYAWADA,"29-26-92A,NEAR SWATHI PRESS,BOYAPATIVARI ST.,SURYARAOPET", VIJAYAWADA, 520002, ANDHRA PRADESH, Other, [0866]2435300
172,SENTINI HOSPITALS (P) LTD - VIJAYAWADA,"Door No. 54-15-5, B&C, Besides Vinayaka Theatre, Ring Road, Vijayawada", VIJAYAWADA, 520008, ANDHRA PRADESH, PPN, [0866]6465111
173,VASAN EYE CARE HOSPITAL - GUNTUR,"#12-25-174, Kothepeta, opp to Shivalayam, Guntur", GUNTUR, 522001, ANDHRA PRADESH, PPN, [0863]3989000
174,MAHA HOSPITALS - TIRUPATI,"13-7-936/6, Tuda Road", TIRUPATI, 517503, ANDHRA PRADESH, PPN, [0877]2266601
175,HCG CURIE CITY CANCER CENTRE - VIJAYAWADA,"BESIDE DR.K.K.R GOWTHAM INTERNATIONAL SCHOOL,PADAVALAREVU,GUNADALA, VIJAYAWADA", VIJAYAWADA, 520004, ANDHRA PRADESH, PPN, [0866]3366999
176,SURYA GLOBAL HOSPITALS - KAKINADA,"Madhavapatnam, Sarpavaram Road", KAKINADA, 533004, ANDHRA PRADESH, Other, [0884]2354900
177,METRO SUPERSPECIALITY HOSPITALS - VIJAYAWADA,"29-14-32,NAKKAL ROAD CROSS JUNCTION", VIJAYAWADA, 520002, ANDHRA PRADESH, Other, [0866]2442666
178,KURNOOL RAINBOW HOSPITALS PVT LTD,"PLOT NO-27 & 28,", KURNOOL, 518002, ANDHRA PRADESH, PPN, [8518 ]244244
179,Sunrise Children's Hospital - Gajuwaka ( VISAKHAPATNAM ),"Plot # 8-11-8, 1st floor,", VISAKHAPATNAM, 530026, ANDHRA PRADESH, PPN," [891]2515253, 2585354, 9550377799"
180,HCG Cancer Center (A Unit of Health Care Global Enterprises limited)-Vizag,"Plot No.:10,11&12,APIIC,Health City", VISAKHAPATNAM, 530040, ANDHRA PRADESH, PPN," [891]6682700,6682739"
181,LOTUS EMERGENCY HOSPITAL - Tirupati,"18-1-301/302, Bhavani nagar circle,Near TTD A.D Building, K T Road, TIRUPATHI", TIRUPATI, 517501, ANDHRA PRADESH, PPN, [0877]2252962/2286077/9985723965
182,GAAYATHRI CITY EYE HOSPITAL PVT LTD- VIJAYAWADA,"D.NO 33-1-6&7 BELLAPU SOBHANADRI STREET, SUNRISE HOSPITAL", VIJAYAWADA, 520002, ANDHRA PRADESH, PPN, [866]6686668
183,Krishna Gastro Liver Centre And Safe Multispeciality Hospital-Vijayawada,"pushpa hotel centre, prakasam road, suryarao pet, vijayawada", VIJAYAWADA, 520002, ANDHRA PRADESH, PPN, [866]2437799
184,AMRUTHA HOSPITALS-GUNTUR,"OLD CLUB ROAD, KOTHAPET, GUNTUR - 522001 ANDRHA PRADESH", GUNTUR, 522001, ANDHRA PRADESH, PPN, [863]2210123
185,LAKSHMI NURSING HOME - PRODDATUR,2-261-1-1 Buddayapalli Jammalamadugu Road, PRODDATUR, 516360, ANDHRA PRADESH, PPN, [8564]244333
186,SANJIVI ORTHOPADIC AND PHYSIOTHERAPY CENTRE-GUNTUR,"4th Ln, Near Harihar Mahal, Lakshmipuram, Guntur, Andhra Pradesh 522007", GUNTUR, 522007, ANDHRA PRADESH, PPN, [863]2241644
187,ABC HOSPITALS-VISAKHAPATNAM,"CHINNA GADILI, ARILOVA, VISAKHAPATNAM -530040", VISAKHAPATNAM, 530040, ANDHRA PRADESH, PPN, [891]6712345
188,TRUST HOSPITAL (A UNIT OF SARVOTTAM HEALTH CARE)- Kakinada,3-29 Sarpavaram Jn, KAKINADA, 533005, ANDHRA PRADESH, PPN, [0884]2382381/2
189,PRAGATI SUPERSPECIALITY HOSPITAL - RAJAHMUNDRY,75-6-18 Prakashnagar Main Road, RAJAHMUNDRY, 533103, ANDHRA PRADESH, PPN, [0883]2440397/2437676
190,PES Institute Of Medical Sciences And Research,"KUPPAM-517425,CHITrOOR DISTRICT,ANDHRA PRADESH", CHITOOR, 517425, ANDHRA PRADESH, Other, []0
191,YAMINI EYE CARE - PRAKASAM,60FEET ROAD, PRAKASAM, 523001, ANDHRA PRADESH, PPN, [8592]283131
192,MAHATMA GANDHI CANCER HOSPITAL &RESERCH CENTER - VISAKHAPATNAM,1/7 MVP COLONY VISAKHAPATNAM-530017, VISAKHAPATNAM, 530017, ANDHRA PRADESH, PPN," [0891]2878787, 2551811"
193,VENKATA RAMANA NURSING HOME PVT LTD - ONGOLE,"4-370, OPP: APSRTC BUS BEPOT", ONGOLE, 523002, ANDHRA PRADESH, PPN, [08592]282623
194,PUSHPAGIRI EYE HOSPITAL(A DIVISION OF PUSHPAGIRI HEALTH CARE HOSPITAL) - VIZIANAGARAM,"syno 521,beside TTD kalyana mandapapam,AyodyaRoad, Vizianagaram-", VIZIANAGARAM, 535002, ANDHRA PRADESH, PPN, [08922]235049159
195,DR.KOTA REDDY MULTI SPECIALITY HOSPITAL - KANDUKUR,10-3-87, KANDUKUR, 523001, ANDHRA PRADESH, PPN, [08598]222800
196,VISWAS HOSPITALS-GUNTUR,"5Th lane, Gunturuvarithota, Old club road, Kothapet, GUNTUR", GUNTUR, 522001, ANDHRA PRADESH, PPN, [863]0863 2323700
197,PRAKASAM SUPER SPECIALITY HOSPITAL - ONGOLE,"CHAMPADANGA, TARAKESWAR, HOOGLY", ONGOLE, 523001, ANDHRA PRADESH, PPN, [8592]282282
198,GEETA HOSPITALS - TANUKU,"D.No:22-7-2/1,VINNAKOTAVARI STREET,OPP. POLYTECHNIC COLLEGE ROAD,", TANUKU, 534211, ANDHRA PRADESH, PPN, [08819]224246/220061
199,SAI CHANDAN EYE HOSPITAL - GUNTUR,"RAMIREDDY THOTA, BESIDE SINGH HOSPITAL, NEAR MANIPURAM BRIDGE,", GUNTUR, 522002, ANDHRA PRADESH, PPN, [863]2212748
200,VASAN EYE CARE HOSPITAL - VIZAG - OLD GAJUWAKA,"D.NO: 8-13-7, C/O SRI VIJAYALAKSHMI STREET, BESIDE TITAN SHOW ROOM,OLD GAJUWAKA, VISAKHAPATNAM,", VISAKHAPATNAM, 530026, ANDHRA PRADESH, PPN," [891]3989030, 2751156"
201,NAYANA EYE CARE AND RESEARCH CENTRE - Nandyal,"25/555, BESIDE RK COLOUR LAB, SRINIVASA NAGAR, NANDYAL", NANDYAL, 518501, ANDHRA PRADESH, PPN, [8514]225149
202,SAI SURESH CHILDREN SURGICAL & METERNITY HOSPITAL - NELLORE,"16-2-119, POGATHOTA, OPPOSITE TO RAVI CHILDREN HOSPITAL,", NELLORE, 524001, ANDHRA PRADESH, PPN, [861]2348499
203,VIJAY CARE HOSPITAL MULTISPECIALITY & INFERTILITY CENTRE - NELLORE,"16-2-477, VIJAYAMAHAL GATE CENTRE,SRINIVASA AGRAHARAM,", NELLORE, 524002, ANDHRA PRADESH, PPN, [861]6450112
204,RAJA CHILDRENS HOSPITAL - GUNTUR,"NEAR VENKATESWARA SWAMY VARI KALYANA MANDAPAM,R AGRAHARAM, MAIN ROAD,", GUNTUR, 522004, ANDHRA PRADESH, PPN, [863]2241442
205,Dr.Andals Lakshmi Fertility Research & Laparoscopic Surgical Centre - Nellore,"16-2-94,Pogathota,Nellore,Raghava cini complex", NELLORE, 524001, ANDHRA PRADESH, PPN, [861]23289142341
206,DURGA NURSING HOME - PRAKASAM,"20-6-138(2),ANJAIAH ROAD, ONGOLE,", PRAKASAM, 523002, ANDHRA PRADESH, PPN, [8592]239069
207,R.K EYE CENTRE - GUNTUR,"OPP.ANNA SRINIVASA RAO KALYANA , MANTAPAM,KOTHAPET, GUNTUR", GUNTUR, 522001, ANDHRA PRADESH, PPN, [863]2252205
208,MAHALAKSHMI HOSPITALS - ELURU,"R.R PETA ELURU-2 WESTGODAVARI DIST, AP,RAMA MAHAL GATE ROAD,", ELURU, 534002, ANDHRA PRADESH, PPN, [08812]240301
209,VASAN EYE CARE HOSPITAL - KURNOOL,"H.NO. 46/87/57-1, KAMI SETTY ACRADE, WOODLAND COMPOUND, BHUDWARAPET,", KURNOOL, 518002, ANDHRA PRADESH, Other, [8518]302000
210,ANJANI SUPER SPECIALITY HOSPITAL - GUNTUR,"OND CLUB ROAD, KOTHAPET,GUNTUR,NEAR BOSE STATUE,", GUNTUR, 522001, ANDHRA PRADESH, PPN, [863]2222773
211,ELITE MULTI SPECIALITY HOSPITAL PRIVATE LIMITED-TIRUPATI,"10-14-576/6,R&R COLONY,OPP.MUNICIPAL OFFICE, REDDY&REDDY COLONY", TIRUPATI, 517501, ANDHRA PRADESH, PPN, [0877]2251000
212,SRI KRISHNA HOSPITAL - VISAKHAPATNAM,"OLD POST OFFICE ROAD,NEAR MAHARANI PARLOUR JUNCTION,AKKAYYAPALEM,", VISAKHAPATNAM, 530016, ANDHRA PRADESH, PPN, [891]2768889
213,KRISHNA INSTITUTE OF MEDICAL SCIENCES LIMITED - NELLORE,DARGAMITTA, NELLORE, 524003, ANDHRA PRADESH, Other, [0861]2312777 / 2315835 / 36/37/38
214,SRADDHA HOSPITAL - VISAKHAPATNAM,"14-37-45, COLLECTOR OFFICE JUNCTION, MAHARANI PETA , VISAKHAPATNAM, 530002", VISAKHAPATNAM, 530002, ANDHRA PRADESH, PPN, [891]08912797878
215,SRI SAI PVR HOSPITAL - VIZIANAGARAM,"8-10-139/A RAILWAY STATION ROAD, BEHIND LEELA MAHAL THEATRE,", VIZIANAGARAM, 535003, ANDHRA PRADESH, PPN, [08922 ]223225
216,BETHUNE NURSING HOME - ONGOLE,M.M.DONKA ROAD, ONGOLE, 523002, ANDHRA PRADESH, PPN, [8592]233647
217,DR RAMESH CARDIAC AND MULTISPECIALTY HOSPITAL PVT LTD.-GUNTUR,"PLOT NO:TS.247 &248, BESIDE HINDU COLLEGE GROUNDS, COLLECTOR OFFICE ROAD", GUNTUR, 522004, ANDHRA PRADESH, PPN, [0863]2377777
218,VIJAYA EYE HOSPITAL - PRODDATUR,"4/624, GANDHI ROAD,PRODDATUR, DISTRICT KADAPA, ANDHRA PRADESH.", PRODDATUR, 516360, ANDHRA PRADESH, PPN, [8654]244330
219,SREE PRATHIMA SUPER SPECIALITY HOSPITAL - GUNTUR,D NO 12-11-648 RAMIREDDY THOTA 1ST LANE GUNTUR ANDHRA PRADESH, GUNTUR, 522001, ANDHRA PRADESH, PPN, [863]2353255
220,VIDYA SAGAR HOSPITAL - KADAPA,"1/700-3,DWARAKA NAGAR, KADAPA", KADAPA, 516004, ANDHRA PRADESH, PPN, [8562]244245
221,CAREPLUS HOSPITALS-TIRUPATI,"D.NO 2-164/14 NEW BALAJI COLONY, 80FEET ROAD, MR PALLI", TIRUPATI, 517502, ANDHRA PRADESH, PPN, [0877]9581971000
222,AMAR ORTHOPAEDIC HOSPITAL - GUNTUR,"13-2-12, 1ST LANE, GUNTURUVARITHOTA", GUNTUR, 522001, ANDHRA PRADESH, PPN, [0863]2225751
223,SUSRUTA ENT HOSPITAL - VISAKHAPATNAM,A UNIT OF SKE SUSRUTA INSTITUTE OF MEDICAL SCIENCES PVT LTD, VISAKHAPATNAM, 530040, ANDHRA PRADESH, PPN, [891]9100020155
224,CHAITANYA HOSPITAL - ONGOLE,"ANJAIAH ROAD, ONGOLE, PRAKASAM DISTRICT-523002", ONGOLE, 523002, ANDHRA PRADESH, PPN, [8592]233009
225,AAYUSH NRI LEPL HEALTHCARE PVT. LTD -VIJAYAWADA,"#48-13-3 & 3A, RING ROAD, OPP.SIDDHARTHA MEDICAL COLLEGE, SRI RAMACHANDRA NAGAR", VIJAYAWADA, 520008, ANDHRA PRADESH, Other, [0866]2541414
226,"CHANDRA MOHAN'S NURSING HOME-MADANAPALLE, CHITTOOR DIST","14-2A. C.T.M. ROAD, BESIDE ICICI BANK", MADANAPALLE, 517325, ANDHRA PRADESH, Other, [08572]222167
227,SPARK HEALTH CLINICAL SERVICES PVT LTD. - HYDERABAD,PLOT NO 2&3 BESIDE AXIS BANK, UPPAL, 500039, ANDHRA PRADESH, PPN, [040]27206777
228,OMNI RK HOSPITAL (A UNIT OF INCOR HOSPITALS VIZAG (P) LTD) - VISAKHAPATNAM,"OPP:LIONS CLUB,RAMNAGAR,", VISAKHAPATNAM, 530002, ANDHRA PRADESH, PPN," [891]3080300, 3080308"
229,ANDHRA HOSPITALS (BHAVANIPURAM) PVT LTD - VIJAYAWADA,"D.NO.16-72/1,OPP.HIGH SCHOOL,GOLLAPUDI,", VIJAYAWADA, 521225, ANDHRA PRADESH, PPN, [866]2415757
230,KANUMURI HOSPITALS - GUNTUR,"D-NO 12, SANAKAYALA ROAD, NEAR RAILWAY UNDER BRIDGE, KOTHAPET,", GUNTUR, 522001, ANDHRA PRADESH, PPN, [863]2333000
231,M/S MYDHILI HOSPITALS - GUDUR,"14/20 ICS ROAD,GUDUR, SPSR NELLORE,VEG MARKET,", GUDUR, 524101, ANDHRA PRADESH, PPN, [8624]253896 / 253897
232,ARUNA HOSPITAL - GUNTUR,"PRAKASAM ROAD,GANGANAMMAPET, TENALI,", GUNTUR, 522201, ANDHRA PRADESH, PPN, [8644]226314
233,AHALYA HOSPITAL - GUNTUR,"BACK SIDE SIVALAYAM,KOTHAPET,", GUNTUR, 522201, ANDHRA PRADESH, PPN, [863]2226707
234,VIJAYAWADA MULTISPECIALITY HOSPITAL - VIJAYAWADA,"29-8-3, CHILUKU DURGAIAH STREET, NAKKAL ROAD, SURYARAOPET,", VIJAYAWADA, 520002, ANDHRA PRADESH, PPN, [866]6660133
235,VASAN EYE CARE HOSPITAL - ANANTHAPUR,"# 15/581, STREET RAJU ROAD,", ANNAKAPALLE, 515001, ANDHRA PRADESH, PPN, [8554]222445 / 302100
236,SURAKSHA HOSPITAL - TIRUPATI,"581/E1,REDDY & REDDY COLONY,TIRUPATI, CHITTOOR,", TIRUPATHI, 517501, ANDHRA PRADESH, PPN, [877]6640501
237,LAKSHMI MEENAKSHI EYE & METERNITY CARE CENTER - GUNTUR,#13-8-66 NEAR RTC BUS STAND 7TH LANE GUNTURVARI THOTA, GUNTUR, 522001, ANDHRA PRADESH, PPN, [0863]2265773
238,RAVI'S AMERICAN CANCER CARE - VIJAYAWADA,"OPP SIDDHARTHA PUBLIC SCHOOL MAIN GATE, MOGALRAJPURAM", VIJAYAWADA, 520010, ANDHRA PRADESH, PPN, [866]2482000
239,JYOTHI NURSING HOME - VIZIANAGARAM,"18-07-11,A.G.ROAD,THREE LAMPS JUNCTION,PYDITALLI AMMAVARI TEMPLE,", VIZIANAGARAM, 535002, ANDHRA PRADESH, PPN, [8922]225102
240,C.V.R HOSPITALS - GUNTUR,"1ST LANE, SAMBASIVAPET, BEHIND PALLAVIDELUXE,", GUNTUR, 522001, ANDHRA PRADESH, PPN, [863]2225708
241,SUNRISE HOSPITAL - VIJAYAWADA,"D.NO: 33-25-35, OPP CORPORATION BANK,BELLAPU SOBHANDRI ST, PUSHPA HOTEL CENTRE, SURYARAOPET", VIJAYAWADA, 520002, ANDHRA PRADESH, PPN, [866]2434646
242,BHAVYA NURSING HOME-PRODDATUR,"4/203, NEAR GANDHI ROAD PRODDATUR", PRODDATUR, 516360, ANDHRA PRADESH, PPN, [8564]8564245533
243,SRI KRISHNA ORTHOPEDIC HOSPITAL - VISAKHAPATNAM,"6-66-15, SRAMIKA NAGAR NEAR POLICE STATION", VISAKHAPATNAM, 530026, ANDHRA PRADESH, PPN," [891]2513108, 2517444"
244,Medicover Hospitals – KHG Down - Vishakapatnam. (A unit of Sahrudaya Healthcare Pvt Ltd),"18 - 1 - 3, K. G. H Down, Maharanipeta, Jagadamba Junction", VISAKHAPATNAM, 530002, ANDHRA PRADESH, PPN, [891]2854444
245,ARAVIND EYE HOSPITAL - ONGOLE,KARNOOL ROAD NEAR RTC BUS STAND ONGOLE, ONGOLE, 523001, ANDHRA PRADESH, PPN, [8592]228953
246,KRISHNA INSTITUTE OF MEDICAL SCIENCES LIMITED - ONGOLE,#4-120/A MUKTHINUTHALAPADU VILLAGE, ONGOLE, 523001, ANDHRA PRADESH, PPN, [8592]8886667919
247,DR.RAMA LAKSHMI NURSING HOME-CHITTOOR,"D.NO.17-433,LAKSHMI COMPLEX,SUNDARAYYAR STREET,CHITTOOR,DIST", CHITOOR, 517001, ANDHRA PRADESH, PPN, [8572]08572228885
248,MALLIKA SPINE CENTRE - GUNTUR,"D No 12-12-30, Beside Andhra Bank, Old Club Road, Kothapet, GUNTUR", GUNTUR, 522001, ANDHRA PRADESH, PPN, [863]08632251600
249,SRI DATTA SUPER SPECIALITY HOSPITAL - NARASARAOPET,"BESIDE TOWN HALL, PRAKASH NAGAR", NARASARAOPET, 522601, ANDHRA PRADESH, PPN, [8647]231309
250,GAYATRI NURSING HOME - VISHAKHAPATNAM,"14-38-5, NR.Z.P.JN. MAHARANI PETA", VISAKHAPATNAM, 530002, ANDHRA PRADESH, PPN, [891]2706560
251,SRI SANTHI HOSPITALS - VIJAYAWADA,"29-8-13,CHILUKU DURGAIAH STREET, SURYARAOPET, NAKKAL ROAD", VIJAYAWADA, 520002, ANDHRA PRADESH, PPN, [866]08662438585
252,SRI SWARUPA SUPER SPECILAITY HOSPITALS - VIJAYWADA,"D.NO. 29-13-44, KALESWARA RAO STREET, NEAR PUSHPA HOTEL, SURYARAOPET", VIJAYAWADA, 520002, ANDHRA PRADESH, PPN, [866]2433979
253,ROYAL MULTI SPECIALITY HOSPITAL - ONGOLE,37-1-169, ONGOLE, 523002, ANDHRA PRADESH, PPN," [08592]283338, 9618460006"
254,A1 HOSPITALS - GUNTUR,"D.No. 12-1-36, Anna Srinivasarao Kalyanamandapam", GUNTUR, 522001, ANDHRA PRADESH, PPN, [863]2254321
255,MANIPAL SUPER SPECIALITY HOSPITAL - VIJAYAWADA,"Nh 5, Tadepally, Near Kanakadurga Varadhi", VIJAYAWADA, 522501, ANDHRA PRADESH, Other, [0866]2498200 / 300 / 09959595552
256,Dr Agarwals Healthcare Ltd - Guntur,Door no 13-2-71, GUNTUR, 524003, ANDHRA PRADESH, PPN, [863]6636637
257,REVATHI HOSPITAL - RAJAHMUNDRY,"87-1-17,AYYAPPANAGAR, OPP SHELTAN HOTEL, RAJAHMUNDRY", RAJAHMUNDRY, 533103, ANDHRA PRADESH, PPN, [883]2491849
258,AMEELIO HOSPITAL (UNIT OF SURAKSHITHA HEALTHCARE PRIVATE LIMITED) - KURNOOL,"NEAR BELLARY CHOWRASTHA, BESIDE HANUMAN KATA, KURNOOL - 518002", KURNOOL, 518002, ANDHRA PRADESH, PPN, [08518]257259
259,K R HOSPITAL - TIRUPATHI,"6-1-175/A VARADARAJA NAGAR K T ROAD, TIRUPATHI - 517501", TIRUPATHI, 517501, ANDHRA PRADESH, PPN, [877]2231999
260,SVR HOSPITAL - PRODDATUR,"8-606/7, GODOWN STREET ,PRODDATUR", PRODDATUR, 516360, ANDHRA PRADESH, PPN, [8564]243377
261,VIJAYA ENT & CHILD CARE HOSPITAL - KADAPA,"OPP AMBEDKAR BHAVAN, BEHIND CANARA BANK Y JUNCTION, BHAGYANAGAR COLONY, KADAPA", KADAPA, 516002, ANDHRA PRADESH, PPN, [0]0
262,NANDIKA HOSPITAL - PULIVENDULA,"4-14-44-8, NEAR YAMAHA BIKE SHOWROOM, KADAPA ROAD", PULIVENDULA, 516390, ANDHRA PRADESH, PPN, [8568]9490634502
263,PRAVEEN CARDIAC CENTRE - VIJAYAWADA,32-9-18 MOGALRAJPURAM MADHU GARDEN CENTRE VIJAYAWADA, VIJAYAWADA, 520010, ANDHRA PRADESH, PPN," [0866 ]0866 2444440, 2444414"
264,CN HOSPITAL - KURNOOL,"50/760-A-85F, BIRLA GUEST HOUSE COMPOUND,KURNOOL, KURNOOL", KURNOOL, 518002, ANDHRA PRADESH, PPN, [8518]233377
265,PUVVADA HOSPITALS - NARASARAOPET,"1/5/2001, PALANADU ROAD , NARASARAOPET", NARASARAOPET, 522601, ANDHRA PRADESH, PPN," [08647]225464, 9848214277"
266,AMERICAN ONCOLOGY INSTITUTE-A UNIT OF CANCER TREATMENT SERVICES HYDERABAD PVT.LTD)Chinakakani-GUNTUR,"At NRI Hospital Campus, Mangalagiri Road, Chinakakani", GUNTUR, 522503, ANDHRA PRADESH, PPN, [08645]304050
267,Haranath ENT Hospital - Tirupati,"20 7 61 Korlagunta, Korlagunta, maruti nagar, Tirupati", TIRUPATI, 517501, ANDHRA PRADESH, PPN, [0]9393620676
268,RAINBOW CHILDRENS MEDICARE P LTD - VIJAYAWADA,"# 40-10-12/A, Currency Nagar, Opp to NTR health University", VIJAYAWADA, 520003, ANDHRA PRADESH, Other, [0866]6669666
269,AMERICAN ONCOLOGY INSTITUTE (A UNIT OF CANCER TREATMENT SERVICES HYDERABAD PVT LTD)Pedakakani-GUNTUR,"At Bommidala Cancer Campus, Pedakakani, D.No.18-08, Pedakakani, Guntur", GUNTUR, 522509, ANDHRA PRADESH, PPN, [0863]2556162
270,SURAKSHA HOSPITALS (A P J DOCTORS LLP) - GUNTUR,"D.NO- 13-8-138, 8TH LANE, GUNTURUVARI THOTA,KOTHAPET,", GUNTUR, 522001, ANDHRA PRADESH, PPN, [0]9613377377
